score
1700.0
2000.0
1500.0
3000.0
3800.0
2600.0
2600.0
1500.0
2300.0
2200.0
2900.0
2300.0
2000.0
2100.0
1700.0
2500.0
3800.0
2500.0
2700.0
5900.0
