score
1400
2300
3300
1400
1500
2900
2400
1200
2000
1600
10800
4100
2700
2200
2700
3900
9600
2900
3900
2900
2900
4600
2300
3600
2900
1600
2400
3200
2100
2900
2300
3600
3600
2200
4700
4800
2800
10300
3000
3600
2600
2700
3800
3200
4300
3100
3300
5000
2500
5100
3700
3400
3300
2700
3800
4800
5100
5700
2000
3900
6500
4900
4400
1900
1300
3200
3100
3800
4100
2300
2700
3500
1400
2900
4200
2800
4500
3200
2500
4600
4400
3000
2700
4700
3400
2300
3000
2800
5300
3300
3200
2100
9000
3400
4700
2100
3400
1000
2000
3400
4000
3200
1600
1700
4600
2100
2400
2700
2600
2400
1000
2400
5100
2600
1800
2700
1200
1600
2900
2400
700
2600
2100
1700
1900
2700
1200
3000
2400
1800
1100
800
1400
2100
1400
2800
2100
2200
2500
1300
1800
3400
3200
2500
1000
4700
1700
2200
2000
1100
1300
1500
1800
1200
600
2100
2100
900
2300
1400
2400
2800
2700
1300
1400
1100
2000
1800
2500
1100
700
1200
3900
1800
1900
1100
900
800
3200
1000
2300
1600
1200
800
3400
2100
1700
1100
