score
1700.0
1400.0
1900.0
2400.0
4000.0
1000.0
2600.0
8400.0
3100.0
2000.0
1700.0
1900.0
2300.0
2500.0
3600.0
2400.0
2700.0
2400.0
2400.0
2700.0
2700.0
2800.0
1200.0
3200.0
3400.0
3600.0
4700.0
1300.0
4800.0
2300.0
3600.0
2100.0
1700.0
1700.0
1500.0
2400.0
3200.0
3100.0
1800.0
2700.0
2100.0
3300.0
2200.0
3800.0
3400.0
1700.0
1700.0
4400.0
8500.0
4600.0
3000.0
2100.0
2100.0
10400.0
8600.0
1700.0
5100.0
3600.0
2300.0
9700.0
4600.0
1700.0
2900.0
9200.0
4100.0
2500.0
2100.0
2500.0
