score
2900.0
2000.0
2100.0
2300.0
2700.0
9600.0
2900.0
3700.0
2000.0
1100.0
1600.0
2100.0
1900.0
3900.0
3100.0
1300.0
3100.0
2500.0
2600.0
4000.0
3800.0
2400.0
3200.0
2200.0
2400.0
5700.0
1700.0
1500.0
2900.0
2000.0
1600.0
1700.0
1900.0
3300.0
3300.0
4700.0
3200.0
3700.0
3100.0
1500.0
5900.0
2700.0
4400.0
4700.0
10800.0
1900.0
4200.0
1900.0
3300.0
3900.0
8600.0
2800.0
10200.0
2400.0
5200.0
4100.0
3800.0
2300.0
5600.0
4200.0
2700.0
9700.0
4500.0
4000.0
3200.0
2400.0
4500.0
3200.0
1700.0
3100.0
3000.0
3100.0
1700.0
3300.0
3100.0
6200.0
2100.0
2700.0
4900.0
3100.0
2800.0
3800.0
4300.0
9700.0
2900.0
3300.0
2100.0
2400.0
4200.0
3800.0
5000.0
3600.0
4200.0
3000.0
3400.0
2800.0
3100.0
4100.0
4600.0
2000.0
4000.0
4300.0
4400.0
2700.0
3200.0
2700.0
2800.0
3200.0
3600.0
2900.0
3400.0
2400.0
2800.0
2600.0
2200.0
2400.0
3500.0
2900.0
2400.0
3400.0
2700.0
9800.0
4000.0
2500.0
2100.0
2300.0
1600.0
3700.0
6600.0
2700.0
2800.0
4400.0
4400.0
2300.0
3700.0
3900.0
3700.0
2000.0
2600.0
4400.0
2500.0
1500.0
3600.0
2800.0
3100.0
3800.0
4500.0
9700.0
5000.0
2900.0
1600.0
4100.0
3100.0
3300.0
1700.0
4500.0
2200.0
2600.0
3800.0
2800.0
2600.0
10600.0
2700.0
3300.0
3800.0
2500.0
1400.0
4000.0
1200.0
3200.0
3400.0
4100.0
2600.0
3500.0
2500.0
1900.0
4100.0
2900.0
6300.0
1900.0
3200.0
1700.0
4500.0
3500.0
2500.0
9600.0
2000.0
2100.0
2900.0
2700.0
1700.0
1600.0
3000.0
3000.0
2800.0
2300.0
1600.0
2100.0
1600.0
2400.0
3200.0
2500.0
2000.0
2800.0
1900.0
1400.0
2200.0
4000.0
3100.0
1800.0
1500.0
3400.0
3100.0
3100.0
4300.0
1700.0
1500.0
3200.0
3800.0
2700.0
2200.0
4100.0
1400.0
2500.0
1100.0
1300.0
4500.0
1200.0
1300.0
8900.0
2200.0
2600.0
7700.0
1700.0
2200.0
2700.0
3200.0
700.0
2700.0
3200.0
2800.0
2200.0
1800.0
2700.0
2200.0
2800.0
1500.0
3400.0
2000.0
1200.0
3300.0
3000.0
1800.0
1400.0
1300.0
1700.0
3900.0
1700.0
1400.0
4200.0
3000.0
1400.0
2600.0
2000.0
2400.0
2700.0
2200.0
1300.0
2200.0
2700.0
1400.0
4600.0
3700.0
2600.0
1200.0
1200.0
1800.0
2300.0
3000.0
2400.0
1200.0
3500.0
2000.0
1400.0
2900.0
1300.0
1500.0
3000.0
2600.0
2900.0
